1,-34.5747972133939,-58.399699390172145
2,-34.57588893306224,-58.399224779585204
3,-34.589796963281366,-58.39285728598894
4,-34.59587338940698,-58.40789356789275
5,-34.594626754083485,-58.392781478304684
6,-34.59786005671147,-58.3940473271239
7,-34.58946983270676,-58.405248500533546
8,-34.599194626613254,-58.40235797326551
9,-34.59486128040918,-58.39965203023553
10,-34.59079441728686,-58.404500359175906
11,-34.593588368146605,-58.39446562918204
12,-34.586093346198496,-58.40394927949467
13,-34.59649045566929,-58.40583409993322
14,-34.58367899507769,-58.40548126096883
15,-34.598578725300584,-58.38696783928475
16,-34.5757981590195,-58.391394729343205
17,-34.595396815997866,-58.39276017865656
18,-34.585722960229575,-58.39255950578192
19,-34.596654627457866,-58.40166318811622
20,-34.5970980012622,-58.39718649391367
21,-34.591022226864816,-58.40706263393063
22,-34.58942990391703,-58.40873174555961
23,-34.582424902226,-58.3912344071254
24,-34.578690677028035,-58.390342895362856
25,-34.59414416451524,-58.40718521272087
26,-34.57395389263363,-58.395430546122775
27,-34.582786843414254,-58.395387337176814
28,-34.57267515239956,-58.39724384412586
29,-34.57958396347123,-58.396348832982504
30,-34.5965372113116,-58.39693326030971
31,-34.594393070190335,-58.40877372873437
32,-34.58598889890167,-58.39178215344184
33,-34.575044963882334,-58.39494161590871
34,-34.598978032084176,-58.39325461929923
35,-34.59586173140139,-58.408949724858026
36,-34.584138970356804,-58.39253907073786
37,-34.593905206853684,-58.40577927588633
38,-34.597323809253304,-58.39271619580134
39,-34.59364952533698,-58.40634036301831
40,-34.58720800774766,-58.40867264499561
41,-34.59356198340414,-58.393240455782724
42,-34.59429781997836,-58.39538503423615
43,-34.59546197320212,-58.41247256294481
44,-34.587677146109414,-58.391935025145465
45,-34.587002728974525,-58.40846058602082
46,-34.59169895378239,-58.402700476512486
47,-34.59065725307155,-58.39761002195207
48,-34.588161900287616,-58.3851431258504
49,-34.57903297391513,-58.395701566774115
50,-34.59885744490352,-58.39292388645174
51,-34.58904833721689,-58.38902017005225
52,-34.590800863517266,-58.40171253767979
53,-34.59624543616391,-58.38974335533482
54,-34.589735042052205,-58.39328880399021
55,-34.59035217186082,-58.40287012308868
56,-34.576022518695744,-58.400775405953254
57,-34.58840796333615,-58.405272106364094
58,-34.59511323663502,-58.4108753963626
59,-34.57959060552101,-58.39180292069159
60,-34.586945258179114,-58.39509510932232
61,-34.58070893818698,-58.39575910604568
62,-34.575392331314475,-58.39600957872875
63,-34.59252687162667,-58.40597128067675
64,-34.57597522341689,-58.38892395404109
65,-34.5777754355753,-58.38278273113408
66,-34.592613291660015,-58.38842777664635
67,-34.58714987965385,-58.39914650646979
68,-34.597119140855746,-58.41250925001186
69,-34.58644500608937,-58.38653095228069
70,-34.59438063061953,-58.39217002424226
71,-34.592413510789974,-58.40492244094659
72,-34.58079014008379,-58.39172032846905
73,-34.59657335000784,-58.41297159900563
74,-34.59393620316365,-58.395682506102645
75,-34.59614116298547,-58.41125249597094
76,-34.589052819170156,-58.409528653984985
77,-34.59319118793088,-58.38847785710931
78,-34.5900670069186,-58.39260432921195
